wl,tulle_16,tulle_12,tulle_8,tulle_6,tulle_4,tulle_3,tulle_2,tulle_1
297.33,9.036,16.606,28.634,37.014,54.909,64.182,73.258,86.283
297.6,9.134,16.785,28.889,36.939,54.922,64.015,73.359,86.415
297.87,8.744,16.467,29.153,37.088,54.857,63.605,73.597,86.641
298.13,8.584,16.011,29.271,36.766,54.672,63.186,73.719,86.693
298.4,8.439,15.846,28.899,36.447,54.845,63.25,73.815,86.692
298.67,8.229,15.691,29.033,36.082,54.829,63.491,73.839,86.865
298.93,8.417,15.83,28.911,35.981,55.01,63.641,73.629,87.115
299.2,8.58,15.833,28.865,35.869,54.955,63.577,73.384,86.952
299.47,8.428,15.931,28.619,35.82,55.219,63.493,73.427,87.101
299.73,8.331,15.775,28.526,35.638,55.301,63.434,73.207,87.195
300,8.493,15.813,28.443,35.512,55.587,63.688,73.179,87.434
300.27,8.539,15.966,28.643,35.497,55.925,64.018,73.432,87.503
300.53,8.309,15.475,28.42,35.05,55.937,63.749,72.973,87.39
300.8,8.348,15.54,28.266,34.931,55.981,63.78,72.999,87.154
301.07,8.478,15.559,28.259,34.996,55.924,63.724,73.07,86.973
301.33,8.395,15.418,28.394,35.03,55.835,63.847,73.304,87.203
301.6,8.3,15.289,28.041,34.782,55.9,63.667,73.047,87.107
301.87,8.079,15.1,27.826,34.634,56.03,63.994,72.97,87.168
302.13,7.899,15.05,27.461,34.667,56.016,64.105,72.71,87.05
302.4,8.056,15.016,27.231,34.497,55.915,64.368,72.411,86.871
302.67,8.223,15.045,27.15,34.634,56.068,64.614,72.458,86.939
302.93,8.139,14.859,27.212,34.815,55.964,64.893,72.448,87.127
303.2,7.898,14.678,26.806,34.878,55.792,64.752,72.325,86.791
303.47,7.871,14.719,26.973,34.814,55.749,64.712,72.444,86.55
303.73,7.668,14.404,26.884,34.548,55.736,64.69,72.367,86.583
304,7.768,14.353,26.937,34.489,55.69,64.763,72.314,86.591
304.27,7.798,14.291,26.908,34.372,55.665,64.687,72.515,86.712
304.53,7.643,14.134,26.797,34.157,55.438,64.441,72.288,86.369
304.8,7.457,14.055,26.385,33.935,55.047,64.072,72.03,86.211
305.07,7.596,14.359,26.292,34.191,55.049,64.292,72.167,86.306
305.33,7.277,14.184,26.028,33.892,54.703,63.937,71.953,86.113
305.6,7.094,14.21,25.735,33.857,54.621,63.637,71.595,86.038
305.87,7.251,14.254,25.673,33.944,54.515,63.51,71.397,85.858
306.13,7.526,14.477,25.968,34.233,54.627,63.599,71.512,85.793
306.4,7.521,14.442,25.895,34.154,54.453,63.355,71.285,85.546
306.67,7.616,14.312,25.903,34.144,54.349,63.353,71.272,85.623
306.93,7.401,14.271,25.927,34.085,54.385,63.395,71.235,85.606
307.2,7.25,14.415,26.123,34.011,54.314,63.422,71.138,85.452
307.47,7.193,14.373,25.961,33.8,54.238,62.984,70.923,85.239
307.73,7.35,14.548,26.114,33.681,54.287,62.856,70.957,85.296
308,7.221,14.587,25.979,33.65,54.324,62.623,70.87,85.267
308.27,7.218,14.775,25.937,33.848,54.39,62.734,70.751,85.295
308.53,7.12,14.832,25.911,33.684,54.532,62.84,70.736,85.426
308.8,7.125,14.912,25.925,33.572,54.477,63.079,70.647,85.387
309.06,7.276,15.126,25.786,33.599,54.395,63.126,70.674,85.52
309.33,7.336,15.238,25.826,33.621,54.326,63.056,70.642,85.508
309.6,7.193,15.178,25.802,33.486,54.246,62.929,70.448,85.384
309.86,7.281,15.012,25.878,33.556,54.433,63.096,70.473,85.47
310.13,7.392,14.988,26.156,33.417,54.514,63.33,70.485,85.449
310.4,7.322,14.977,26.091,33.317,54.547,63.368,70.368,85.327
310.66,6.957,14.713,25.815,33.169,54.32,63.262,70.129,85.297
310.93,6.915,14.743,25.667,33.232,54.357,63.164,70.211,85.385
311.2,6.767,14.687,25.571,33.059,54.303,62.941,70.259,85.247
311.46,6.751,14.502,25.348,32.981,54.12,62.743,70.234,85.166
311.73,6.532,14.429,25.019,32.933,54.021,62.572,70.361,85.303
312,6.613,14.62,25.062,33.061,54.107,62.693,70.532,85.355
312.26,6.427,14.568,24.939,33.131,54.127,62.668,70.4,85.338
312.53,6.284,14.442,24.895,33.194,54.143,62.743,70.496,85.4
312.8,6.351,14.301,24.815,33.191,54.072,62.715,70.688,85.427
313.06,6.398,14.269,24.738,33.257,54.033,62.62,70.674,85.383
313.33,6.348,14.271,24.759,33.278,54.221,62.533,70.696,85.385
313.59,6.229,14.166,24.847,33.243,54.316,62.547,70.741,85.245
313.86,6.199,13.936,24.801,33.165,54.438,62.673,70.835,85.327
314.13,6.32,13.899,24.877,33.194,54.46,62.722,70.951,85.432
314.39,6.357,14.012,24.885,33.227,54.45,62.772,70.82,85.494
314.66,6.234,13.95,24.777,33.282,54.401,62.687,70.817,85.51
314.93,6.273,13.969,24.811,33.337,54.332,62.592,70.866,85.597
315.19,6.358,14.012,24.861,33.297,54.284,62.57,70.894,85.575
315.46,6.247,14.014,25.018,33.302,54.228,62.648,70.852,85.753
315.73,6.236,14.096,25.194,33.343,54.376,62.791,70.935,85.919
315.99,6.124,14.166,25.273,33.264,54.541,62.846,70.919,85.918
316.26,6.184,14.072,25.242,33.252,54.575,62.706,70.683,85.769
316.52,6.144,13.938,25.294,33.246,54.512,62.558,70.555,85.784
316.79,6.146,13.969,25.362,33.309,54.601,62.538,70.59,85.788
317.06,6.234,13.996,25.346,33.314,54.602,62.5,70.522,85.74
317.32,6.059,13.919,25.443,33.287,54.546,62.477,70.578,85.773
317.59,5.994,13.857,25.522,33.368,54.537,62.531,70.632,85.877
317.86,5.968,13.896,25.53,33.434,54.305,62.552,70.578,85.863
318.12,5.986,13.972,25.557,33.528,54.238,62.547,70.649,85.914
318.39,5.893,14.072,25.582,33.584,54.238,62.476,70.634,85.755
318.65,5.618,13.964,25.448,33.521,54.239,62.434,70.657,85.633
318.92,5.56,13.957,25.418,33.428,54.233,62.488,70.763,85.695
319.19,5.528,13.893,25.388,33.402,54.264,62.58,70.765,85.793
319.45,5.334,13.783,25.191,33.265,54.277,62.633,70.691,85.893
319.72,5.32,13.798,25.191,33.169,54.289,62.599,70.67,85.88
319.99,5.443,13.826,25.085,33.121,54.332,62.555,70.659,85.634
320.25,5.608,13.811,24.91,33.169,54.386,62.611,70.592,85.602
320.52,5.79,13.873,24.983,33.286,54.343,62.622,70.622,85.642
320.78,5.782,13.807,25.048,33.337,54.329,62.722,70.748,85.682
321.05,5.671,13.795,25.024,33.281,54.244,62.773,70.871,85.654
321.32,5.603,13.63,25.001,33.152,54.149,62.849,70.939,85.791
321.58,5.555,13.602,24.989,33.057,54.087,62.852,70.95,85.928
321.85,5.605,13.649,24.918,33.03,54.151,62.761,70.744,85.974
322.11,5.582,13.568,24.796,32.922,54.057,62.639,70.622,85.763
322.38,5.57,13.46,24.736,32.863,54.181,62.559,70.634,85.724
322.65,5.533,13.339,24.713,32.791,54.204,62.52,70.592,85.743
322.91,5.709,13.398,24.765,32.834,54.21,62.547,70.679,85.803
323.18,5.974,13.534,24.884,32.89,54.238,62.572,70.694,85.821
323.44,5.985,13.506,24.885,32.9,54.27,62.444,70.706,85.77
323.71,6.066,13.519,24.97,32.908,54.29,62.34,70.82,85.76
323.98,6.106,13.592,25.085,32.916,54.32,62.203,70.912,85.632
324.24,6.064,13.515,24.948,32.936,54.311,62.15,70.924,85.643
324.51,6.034,13.421,24.952,32.916,54.28,62.081,70.945,85.733
324.78,5.902,13.276,24.902,32.89,54.217,61.903,70.904,85.608
325.04,5.799,13.18,24.778,32.823,54.167,61.821,70.863,85.501
325.31,5.81,13.197,24.752,32.773,54.159,61.78,70.793,85.516
325.57,5.88,13.169,24.715,32.726,54.17,61.741,70.673,85.466
325.84,6.061,13.297,24.752,32.893,54.229,61.755,70.703,85.403
326.11,6.158,13.331,24.784,32.979,54.347,61.781,70.666,85.31
326.37,6.11,13.34,24.74,32.94,54.221,61.732,70.724,85.211
326.64,6.13,13.433,24.775,32.969,54.216,61.744,70.745,85.235
326.9,6.132,13.464,24.735,32.955,54.106,61.748,70.713,85.274
327.17,6.192,13.562,24.695,32.996,54.077,61.729,70.684,85.309
327.44,6.124,13.466,24.617,32.931,54.005,61.66,70.597,85.315
327.7,6.028,13.453,24.551,32.909,53.967,61.609,70.65,85.419
327.97,6.062,13.491,24.578,33.023,53.968,61.657,70.715,85.472
328.23,6.042,13.545,24.479,33.026,53.977,61.67,70.652,85.423
328.5,6.063,13.545,24.384,33.035,53.942,61.708,70.631,85.352
328.76,6.159,13.59,24.43,33.022,53.968,61.748,70.621,85.333
329.03,6.211,13.649,24.405,33.049,53.973,61.76,70.605,85.401
329.3,6.221,13.759,24.479,33.009,53.933,61.818,70.57,85.455
329.56,6.221,13.85,24.441,33.028,53.972,61.743,70.553,85.459
329.83,6.251,13.882,24.402,33.031,53.963,61.751,70.589,85.486
330.09,6.253,13.941,24.357,33.089,53.954,61.795,70.625,85.507
330.36,6.133,13.932,24.288,32.987,53.861,61.735,70.491,85.394
330.63,6.055,13.882,24.215,32.89,53.757,61.681,70.44,85.323
330.89,6.084,13.876,24.26,32.87,53.787,61.714,70.452,85.354
331.16,6.048,13.763,24.225,32.848,53.736,61.7,70.439,85.402
331.42,6.01,13.741,24.304,32.839,53.738,61.7,70.484,85.425
331.69,5.952,13.74,24.342,32.775,53.718,61.643,70.515,85.383
331.96,5.877,13.713,24.327,32.734,53.689,61.578,70.405,85.345
332.22,5.853,13.676,24.28,32.693,53.636,61.488,70.281,85.184
332.49,5.806,13.671,24.24,32.555,53.556,61.348,70.173,85.02
332.75,5.709,13.639,24.168,32.516,53.46,61.258,70.096,84.979
333.02,5.594,13.622,24.154,32.521,53.455,61.283,70.076,85.036
333.28,5.574,13.662,24.198,32.518,53.452,61.241,70.127,85.082
333.55,5.53,13.692,24.261,32.485,53.455,61.232,70.101,85.01
333.82,5.548,13.677,24.243,32.541,53.48,61.263,70.13,85.067
334.08,5.537,13.675,24.305,32.519,53.44,61.296,70.093,85.115
334.35,5.577,13.742,24.3,32.535,53.455,61.231,70.072,85.092
334.61,5.599,13.75,24.3,32.468,53.485,61.142,70.055,85.055
334.88,5.618,13.771,24.299,32.444,53.492,61.135,70.022,85.101
335.14,5.639,13.845,24.311,32.459,53.518,61.152,70.067,85.14
335.41,5.643,13.918,24.251,32.461,53.529,61.109,70.036,85.1
335.68,5.663,14.022,24.222,32.449,53.629,61.06,70.043,85.115
335.94,5.677,14.028,24.172,32.436,53.666,61.037,69.981,85.078
336.21,5.636,13.951,24.135,32.378,53.681,61.092,69.885,85.093
336.47,5.673,13.954,24.184,32.39,53.722,61.165,70.024,85.111
336.74,5.703,13.934,24.243,32.437,53.739,61.224,70.116,85.163
337,5.673,13.85,24.186,32.461,53.744,61.231,70.055,85.202
337.27,5.774,13.846,24.237,32.463,53.785,61.239,70.079,85.214
337.54,5.881,13.876,24.3,32.493,53.776,61.221,70.098,85.201
337.8,5.883,13.87,24.292,32.531,53.784,61.209,70.059,85.112
338.07,5.923,13.884,24.286,32.538,53.804,61.156,70.108,85.142
338.33,5.941,13.901,24.329,32.548,53.812,61.159,70.157,85.171
338.6,6.006,13.878,24.311,32.573,53.811,61.151,70.201,85.19
338.86,5.946,13.82,24.303,32.506,53.754,61.135,70.156,85.163
339.13,5.951,13.818,24.297,32.504,53.762,61.203,70.144,85.19
339.4,6.038,13.823,24.303,32.541,53.776,61.215,70.183,85.165
339.66,6.061,13.792,24.297,32.548,53.727,61.134,70.14,85.15
339.93,6.037,13.739,24.288,32.482,53.671,61.059,70.133,85.177
340.19,6.033,13.717,24.267,32.453,53.594,61.058,70.099,85.158
340.46,6.016,13.733,24.243,32.431,53.557,61.014,70.111,85.168
340.72,5.989,13.731,24.224,32.433,53.53,60.977,70.159,85.209
340.99,5.983,13.727,24.158,32.414,53.48,60.954,70.094,85.203
341.25,5.968,13.734,24.124,32.351,53.441,60.923,70,85.217
341.52,6.04,13.818,24.21,32.362,53.462,61.004,70.056,85.281
341.79,6.069,13.885,24.25,32.414,53.47,61.078,70.106,85.325
342.05,6.038,13.816,24.183,32.347,53.477,61.059,70.086,85.293
342.32,6.022,13.766,24.127,32.264,53.396,61.008,70.071,85.292
342.58,5.98,13.705,24.065,32.223,53.337,61.043,70.016,85.26
342.85,5.973,13.696,24.001,32.182,53.302,61.057,69.946,85.19
343.11,5.919,13.646,23.977,32.117,53.278,61.045,69.919,85.161
343.38,5.954,13.655,23.969,32.109,53.307,61.013,69.942,85.146
343.64,5.948,13.657,23.959,32.113,53.274,60.949,69.938,85.121
343.91,5.931,13.67,23.948,32.094,53.224,60.923,69.928,85.131
344.18,5.893,13.638,23.899,32.043,53.184,60.942,69.925,85.175
344.44,5.948,13.651,23.955,32.106,53.206,61.026,69.938,85.221
344.71,5.997,13.661,23.993,32.132,53.239,61.01,69.967,85.247
344.97,6.049,13.657,23.988,32.135,53.251,61.032,69.954,85.221
345.24,6.098,13.663,23.983,32.153,53.216,60.999,69.923,85.213
345.5,6.091,13.702,24.029,32.203,53.213,60.989,69.916,85.234
345.77,6.069,13.704,24.021,32.2,53.229,60.995,69.912,85.229
346.03,5.975,13.661,23.955,32.154,53.175,60.916,69.891,85.175
346.3,5.88,13.616,23.928,32.102,53.144,60.887,69.854,85.127
346.56,5.892,13.654,23.953,32.122,53.129,60.897,69.853,85.241
346.83,5.893,13.696,23.978,32.159,53.146,60.937,69.88,85.338
347.1,5.904,13.732,24.036,32.202,53.17,60.951,69.911,85.412
347.36,5.902,13.717,24.046,32.203,53.163,60.898,69.917,85.433
347.63,5.935,13.788,24.079,32.271,53.179,60.909,69.951,85.472
347.89,5.94,13.802,24.071,32.267,53.143,60.926,69.967,85.496
348.16,5.929,13.788,24.079,32.243,53.129,60.927,69.991,85.544
348.42,5.858,13.742,24.032,32.2,53.113,60.877,70,85.582
348.69,5.853,13.78,24.052,32.222,53.117,60.903,70.023,85.546
348.95,5.794,13.771,23.995,32.196,53.112,60.856,70.027,85.523
349.22,5.711,13.753,23.967,32.145,53.115,60.841,70.039,85.52
349.48,5.666,13.747,23.96,32.135,53.106,60.815,70.034,85.549
349.75,5.641,13.753,23.924,32.105,53.1,60.802,69.999,85.494
350.01,5.645,13.745,23.89,32.045,53.063,60.79,69.985,85.456
350.28,5.655,13.738,23.893,32.036,53.037,60.821,70.021,85.456
350.54,5.652,13.746,23.904,32.043,53.037,60.884,70.05,85.509
350.81,5.65,13.752,23.892,32.034,53.028,60.908,70.083,85.538
351.08,5.655,13.766,23.887,32.017,53.04,60.885,70.086,85.484
351.34,5.65,13.754,23.894,31.989,53.039,60.877,70.051,85.421
351.61,5.666,13.757,23.864,31.966,53.044,60.871,70.033,85.346
351.87,5.644,13.742,23.831,31.942,53.017,60.885,70.001,85.357
352.14,5.611,13.705,23.799,31.844,52.983,60.867,69.981,85.364
352.4,5.598,13.695,23.817,31.851,52.974,60.887,69.949,85.353
352.67,5.612,13.724,23.793,31.858,52.981,60.918,69.901,85.324
352.93,5.619,13.739,23.796,31.871,53.001,60.967,69.903,85.329
353.2,5.602,13.684,23.797,31.837,52.988,60.942,69.88,85.328
353.46,5.597,13.677,23.819,31.821,52.97,60.961,69.853,85.316
353.73,5.619,13.688,23.828,31.86,52.931,61.005,69.813,85.33
353.99,5.6,13.698,23.798,31.867,52.909,61.022,69.8,85.347
354.26,5.609,13.72,23.815,31.893,52.957,61.046,69.859,85.394
354.52,5.635,13.725,23.822,31.94,53.041,61.067,69.878,85.446
354.79,5.678,13.747,23.824,31.976,53.098,61.055,69.888,85.482
355.05,5.706,13.747,23.814,31.979,53.092,61.021,69.841,85.476
355.32,5.758,13.779,23.819,32.006,53.139,61.027,69.842,85.505
355.58,5.761,13.786,23.838,32.025,53.177,61.07,69.854,85.545
355.85,5.778,13.807,23.827,32.062,53.214,61.077,69.898,85.574
356.11,5.778,13.816,23.821,32.078,53.217,61.064,69.915,85.633
356.38,5.787,13.861,23.826,32.094,53.236,61.047,69.965,85.644
356.64,5.784,13.851,23.806,32.114,53.243,61.057,69.938,85.603
356.91,5.763,13.85,23.788,32.089,53.271,61.05,69.904,85.594
357.17,5.736,13.824,23.785,32.083,53.267,61.037,69.897,85.593
357.44,5.729,13.822,23.805,32.07,53.273,61.005,69.878,85.591
357.7,5.745,13.861,23.795,32.098,53.302,61.014,69.881,85.619
357.97,5.765,13.869,23.765,32.101,53.311,61.01,69.892,85.607
358.23,5.775,13.872,23.751,32.078,53.336,60.989,69.93,85.597
358.5,5.789,13.853,23.753,32.072,53.304,60.955,69.943,85.555
358.76,5.8,13.837,23.75,32.073,53.277,60.954,69.946,85.527
359.03,5.794,13.841,23.724,32.042,53.245,60.937,69.944,85.519
359.29,5.739,13.828,23.701,32.009,53.195,60.904,69.945,85.499
359.56,5.747,13.829,23.71,31.997,53.225,60.915,70,85.52
359.82,5.731,13.79,23.697,31.993,53.208,60.923,69.974,85.514
360.09,5.727,13.782,23.672,32.013,53.176,60.935,69.952,85.496
360.35,5.717,13.775,23.673,31.994,53.166,60.952,69.925,85.475
360.62,5.718,13.764,23.678,31.986,53.164,60.971,69.899,85.455
360.88,5.708,13.732,23.684,31.983,53.171,60.975,69.876,85.479
361.15,5.689,13.718,23.673,32.002,53.175,60.961,69.882,85.51
361.41,5.701,13.718,23.675,32.04,53.195,60.968,69.906,85.516
361.68,5.705,13.724,23.687,32.052,53.212,60.987,69.934,85.532
361.94,5.725,13.746,23.693,32.081,53.214,61.007,69.958,85.537
362.21,5.728,13.733,23.697,32.092,53.225,61.008,69.967,85.536
362.47,5.738,13.745,23.73,32.105,53.256,61.023,69.986,85.565
362.74,5.719,13.745,23.734,32.101,53.264,61.025,69.98,85.568
363,5.733,13.759,23.744,32.133,53.315,61.054,69.964,85.596
363.27,5.741,13.766,23.737,32.13,53.321,61.064,69.946,85.603
363.53,5.72,13.75,23.733,32.128,53.334,61.09,69.941,85.578
363.8,5.739,13.757,23.744,32.126,53.358,61.125,69.911,85.563
364.06,5.762,13.777,23.757,32.109,53.352,61.127,69.88,85.511
364.33,5.762,13.79,23.755,32.084,53.335,61.099,69.898,85.491
364.59,5.758,13.776,23.751,32.063,53.331,61.07,69.911,85.467
364.86,5.767,13.763,23.759,32.087,53.329,61.073,69.919,85.475
365.12,5.755,13.747,23.752,32.087,53.326,61.059,69.92,85.499
365.39,5.767,13.746,23.745,32.074,53.33,61.04,69.903,85.47
365.65,5.799,13.761,23.751,32.076,53.349,61.054,69.916,85.469
365.92,5.801,13.752,23.736,32.049,53.349,61.08,69.947,85.489
366.18,5.819,13.76,23.744,32.039,53.348,61.078,69.95,85.495
366.45,5.812,13.729,23.732,32.016,53.339,61.076,69.941,85.493
366.71,5.808,13.724,23.722,32.009,53.336,61.07,69.941,85.507
366.98,5.803,13.698,23.684,32.014,53.326,61.068,69.934,85.505
367.24,5.82,13.695,23.672,32.034,53.321,61.078,69.92,85.507
367.51,5.824,13.691,23.677,32.017,53.313,61.08,69.911,85.526
367.77,5.818,13.684,23.692,32.025,53.328,61.09,69.914,85.545
368.04,5.817,13.691,23.706,32.041,53.322,61.105,69.942,85.589
368.3,5.812,13.694,23.708,32.054,53.319,61.109,69.97,85.616
368.57,5.812,13.678,23.684,32.079,53.299,61.096,69.965,85.631
368.83,5.805,13.677,23.686,32.104,53.294,61.084,69.932,85.614
369.09,5.8,13.679,23.7,32.116,53.29,61.085,69.917,85.615
369.36,5.796,13.682,23.701,32.12,53.293,61.079,69.929,85.617
369.62,5.793,13.687,23.716,32.135,53.271,61.1,69.955,85.596
369.89,5.794,13.7,23.737,32.178,53.258,61.127,69.988,85.606
370.15,5.772,13.701,23.751,32.194,53.264,61.143,70.008,85.616
370.42,5.767,13.721,23.754,32.233,53.267,61.144,69.998,85.629
370.68,5.762,13.722,23.737,32.265,53.274,61.152,70.004,85.614
370.95,5.771,13.716,23.75,32.292,53.285,61.177,70.014,85.594
371.21,5.78,13.718,23.763,32.301,53.272,61.192,70,85.565
371.48,5.771,13.725,23.765,32.306,53.258,61.182,69.999,85.562
371.74,5.771,13.722,23.776,32.316,53.256,61.163,70.017,85.567
372.01,5.768,13.725,23.767,32.338,53.267,61.16,70.041,85.551
372.27,5.769,13.721,23.764,32.328,53.262,61.15,70.042,85.553
372.54,5.779,13.722,23.769,32.331,53.271,61.151,70.041,85.556
372.8,5.78,13.727,23.772,32.348,53.285,61.158,70.065,85.556
373.06,5.765,13.724,23.788,32.358,53.316,61.192,70.109,85.563
373.33,5.769,13.713,23.787,32.363,53.321,61.235,70.148,85.586
373.59,5.785,13.724,23.783,32.382,53.327,61.257,70.169,85.614
373.86,5.794,13.724,23.773,32.39,53.352,61.26,70.167,85.632
374.12,5.807,13.73,23.783,32.388,53.376,61.257,70.178,85.65
374.39,5.789,13.704,23.761,32.36,53.375,61.247,70.169,85.625
374.65,5.803,13.699,23.762,32.36,53.354,61.226,70.138,85.6
374.92,5.811,13.69,23.776,32.36,53.34,61.211,70.131,85.606
375.18,5.8,13.67,23.789,32.352,53.314,61.201,70.128,85.637
375.45,5.795,13.676,23.785,32.346,53.307,61.185,70.144,85.654
375.71,5.788,13.672,23.782,32.358,53.321,61.196,70.185,85.678
375.98,5.797,13.668,23.795,32.367,53.342,61.199,70.18,85.676
376.24,5.788,13.665,23.797,32.355,53.344,61.207,70.175,85.65
376.5,5.78,13.654,23.798,32.349,53.332,61.207,70.164,85.644
376.77,5.781,13.651,23.791,32.377,53.332,61.203,70.152,85.629
377.03,5.778,13.658,23.787,32.397,53.327,61.196,70.146,85.622
377.3,5.778,13.654,23.781,32.394,53.311,61.183,70.108,85.628
377.56,5.785,13.66,23.785,32.405,53.302,61.162,70.078,85.633
377.83,5.79,13.664,23.8,32.406,53.306,61.139,70.082,85.64
378.09,5.776,13.661,23.81,32.392,53.314,61.129,70.082,85.642
378.36,5.761,13.663,23.815,32.38,53.299,61.128,70.071,85.639
378.62,5.758,13.668,23.806,32.389,53.302,61.124,70.072,85.637
378.88,5.77,13.693,23.822,32.403,53.303,61.129,70.085,85.664
379.15,5.776,13.705,23.821,32.406,53.313,61.146,70.095,85.7
379.41,5.758,13.703,23.811,32.393,53.308,61.14,70.089,85.689
379.68,5.746,13.707,23.804,32.384,53.312,61.127,70.077,85.67
379.94,5.745,13.711,23.812,32.398,53.321,61.123,70.05,85.673
380.21,5.74,13.716,23.82,32.394,53.323,61.119,70.033,85.671
380.47,5.734,13.731,23.831,32.399,53.325,61.123,70.047,85.701
380.74,5.731,13.736,23.836,32.418,53.324,61.127,70.056,85.738
381,5.731,13.747,23.842,32.43,53.325,61.138,70.067,85.748
381.26,5.728,13.754,23.847,32.421,53.323,61.133,70.061,85.742
381.53,5.726,13.74,23.843,32.403,53.323,61.124,70.045,85.735
381.79,5.722,13.731,23.836,32.393,53.315,61.116,70.042,85.713
382.06,5.726,13.732,23.831,32.384,53.305,61.104,70.034,85.7
382.32,5.723,13.733,23.828,32.387,53.303,61.097,70.025,85.699
382.59,5.726,13.73,23.825,32.387,53.284,61.082,70.02,85.692
382.85,5.727,13.727,23.825,32.386,53.271,61.068,70.028,85.688
383.11,5.719,13.713,23.818,32.366,53.259,61.053,70.003,85.682
383.38,5.706,13.696,23.809,32.358,53.259,61.047,69.98,85.672
383.64,5.697,13.689,23.814,32.369,53.258,61.048,69.989,85.647
383.91,5.708,13.69,23.814,32.389,53.266,61.05,69.998,85.635
384.17,5.718,13.698,23.825,32.405,53.287,61.061,70.015,85.646
384.44,5.717,13.702,23.827,32.4,53.279,61.064,70.017,85.653
384.7,5.717,13.7,23.838,32.394,53.266,61.054,70.008,85.647
384.96,5.719,13.69,23.841,32.395,53.248,61.052,69.999,85.623
385.23,5.727,13.678,23.849,32.392,53.239,61.052,69.981,85.603
385.49,5.727,13.67,23.854,32.391,53.236,61.051,69.969,85.599
385.76,5.722,13.671,23.861,32.396,53.24,61.06,69.976,85.618
386.02,5.723,13.68,23.874,32.405,53.235,61.054,69.971,85.61
386.29,5.734,13.685,23.902,32.426,53.257,61.069,69.978,85.614
386.55,5.719,13.679,23.918,32.433,53.266,61.078,69.976,85.624
386.81,5.712,13.681,23.925,32.429,53.261,61.078,69.96,85.61
387.08,5.715,13.685,23.922,32.433,53.257,61.066,69.949,85.593
387.34,5.72,13.691,23.927,32.45,53.257,61.071,69.936,85.595
387.61,5.729,13.694,23.931,32.476,53.265,61.078,69.938,85.591
387.87,5.738,13.702,23.93,32.498,53.276,61.076,69.954,85.595
388.13,5.739,13.701,23.933,32.497,53.271,61.066,69.947,85.61
388.4,5.742,13.71,23.952,32.499,53.265,61.077,69.949,85.627
388.66,5.746,13.713,23.951,32.504,53.259,61.071,69.924,85.623
388.93,5.746,13.722,23.956,32.517,53.26,61.071,69.921,85.612
389.19,5.757,13.735,23.956,32.538,53.274,61.079,69.926,85.623
389.46,5.759,13.739,23.958,32.55,53.294,61.081,69.929,85.625
389.72,5.758,13.742,23.955,32.555,53.29,61.09,69.939,85.631
389.98,5.767,13.742,23.955,32.557,53.29,61.084,69.95,85.651
390.25,5.777,13.744,23.961,32.569,53.29,61.079,69.956,85.657
390.51,5.777,13.75,23.961,32.577,53.299,61.077,69.963,85.67
390.78,5.767,13.753,23.949,32.575,53.286,61.063,69.966,85.681
